seconds,FHR,UC,FHR_GPR,UC_GPR
0,112.75,54.0,112.75,54.0
1,114.5,55.0,114.5,55.0
2,114.5,55.0,114.5,55.0
3,115.75,55.0,115.75,55.0
4,115.75,55.0,115.75,55.0
5,115.75,55.0,115.75,55.0
6,115.75,55.0,115.75,55.0
7,115.5,56.0,115.5,56.0
8,115.5,56.0,115.5,56.0
9,114.5,55.0,114.5,55.0
10,114.5,55.0,114.5,55.0
11,113.25,52.0,113.25,52.0
12,113.25,52.0,113.25,52.0
13,113.25,48.0,113.25,48.0
14,112.75,48.0,112.75,48.0
15,112.75,45.0,112.75,45.0
16,111.5,45.0,111.5,45.0
17,111.5,44.0,111.5,44.0
18,115.75,44.0,115.75,44.0
19,115.75,45.0,115.75,45.0
20,114.0,45.0,114.0,45.0
21,114.0,50.0,114.0,50.0
22,112.25,50.0,112.25,50.0
23,112.25,54.0,112.25,54.0
24,114.5,54.0,114.5,54.0
25,114.5,54.0,114.5,54.0
26,115.75,54.0,115.75,54.0
27,115.75,50.0,115.75,50.0
28,112.25,50.0,112.25,50.0
29,112.25,48.0,112.25,48.0
30,112.75,48.0,112.75,48.0
31,112.75,48.0,112.75,48.0
32,112.75,48.0,112.75,48.0
33,110.75,51.0,110.75,51.0
34,110.75,51.0,110.75,51.0
35,111.5,54.0,111.5,54.0
36,111.5,54.0,111.5,54.0
37,112.75,56.0,112.75,56.0
38,112.75,56.0,112.75,56.0
39,110.75,54.0,110.75,54.0
40,110.75,54.0,110.75,54.0
41,112.75,52.0,112.75,52.0
42,112.75,52.0,112.75,52.0
43,112.25,52.0,112.25,52.0
44,112.25,52.0,112.25,52.0
45,112.75,53.0,112.75,53.0
46,112.75,53.0,112.75,53.0
47,112.75,53.0,112.75,53.0
48,114.0,53.0,114.0,53.0
49,114.0,52.0,114.0,52.0
50,115.5,52.0,115.5,52.0
51,115.5,51.0,115.5,51.0
52,113.25,51.0,113.25,51.0
53,113.25,50.0,113.25,50.0
54,111.5,50.0,111.5,50.0
