seconds,FHR,UC,FHR_GPR,UC_GPR
0,148.75,38.5,148.75,38.5
1,150.25,39.0,150.25,39.0
2,150.25,39.5,150.25,39.5
3,151.0,40.5,151.0,40.5
4,151.5,41.5,151.5,41.5
5,151.5,42.5,151.5,42.5
6,151.75,41.0,151.75,41.0
7,151.75,39.0,151.75,39.0
8,151.0,38.5,151.0,38.5
9,151.0,38.0,151.0,38.0
10,148.5,38.0,148.5,38.0
11,148.5,37.5,148.5,37.5
12,147.25,36.5,147.25,36.5
13,147.25,35.5,147.25,35.5
14,147.25,36.0,147.25,36.0
15,143.75,38.0,143.75,38.0
16,143.75,39.0,143.75,39.0
17,144.5,41.0,144.5,41.0
18,144.5,40.5,144.5,40.5
19,144.5,38.5,144.5,38.5
20,143.0,37.5,143.0,37.5
21,143.0,37.0,143.0,37.0
22,141.5,37.0,141.5,37.0
23,141.5,36.5,141.5,36.5
24,141.5,36.0,141.5,36.0
25,141.0,35.5,141.0,35.5
26,141.0,34.0,141.0,34.0
27,141.0,34.5,141.0,34.5
28,141.0,36.0,141.0,36.0
29,141.0,37.0,141.0,37.0
30,141.0,38.5,141.0,38.5
31,141.0,39.5,141.0,39.5
32,141.0,38.5,141.0,38.5
33,141.0,37.5,141.0,37.5
34,0.0,37.0,137.64964576007517,37.0
35,0.0,37.0,135.41571086294962,37.0
36,0.0,36.5,132.97081108688448,36.5
37,129.25,36.0,129.25,36.0
38,129.25,35.0,129.25,35.0
39,125.75,34.0,125.75,34.0
40,125.75,33.0,125.75,33.0
41,124.25,33.5,124.25,33.5
42,124.25,36.5,124.25,36.5
43,125.0,39.0,125.0,39.0
44,125.0,40.5,125.0,40.5
45,127.0,40.5,127.0,40.5
46,127.0,37.0,127.0,37.0
47,127.0,37.0,127.0,37.0
48,128.0,38.0,128.0,38.0
49,128.0,39.0,128.0,39.0
50,132.75,45.5,132.75,45.5
51,134.5,48.5,134.5,48.5
52,134.5,44.0,134.5,44.0
53,130.75,41.5,130.75,41.5
54,130.75,39.5,130.75,39.5
55,129.25,39.0,129.25,39.0
56,129.25,38.5,129.25,38.5
