seconds,FHR,UC,FHR_GPR,UC_GPR
0,150.5,7.0,150.5,7.0
1,150.5,8.5,150.5,8.5
2,151.0,8.5,151.0,8.5
3,151.25,7.5,151.25,7.5
4,151.25,9.5,151.25,9.5
5,150.25,8.5,150.25,8.5
6,150.25,10.5,150.25,10.5
7,150.25,12.0,150.25,12.0
8,148.75,11.0,148.75,11.0
9,148.75,11.5,148.75,11.5
10,149.5,13.5,149.5,13.5
11,147.75,12.0,147.75,12.0
12,147.75,13.0,147.75,13.0
13,147.25,12.0,147.25,12.0
14,147.25,13.5,147.25,13.5
15,146.5,15.0,146.5,15.0
16,146.5,15.0,146.5,15.0
17,146.5,15.0,146.5,15.0
18,145.75,14.5,145.75,14.5
19,146.0,15.0,146.0,15.0
20,146.0,15.5,146.0,15.5
21,147.0,15.0,147.0,15.0
22,147.0,15.5,147.0,15.5
23,147.0,15.0,147.0,15.0
24,146.5,12.0,146.5,12.0
25,146.5,13.5,146.5,13.5
26,146.5,12.5,146.5,12.5
27,146.5,14.0,146.5,14.0
28,146.5,15.0,146.5,15.0
29,146.25,13.5,146.25,13.5
30,146.25,13.5,146.25,13.5
31,146.25,13.0,146.25,13.0
32,147.0,14.5,147.0,14.5
33,147.0,14.0,147.0,14.0
34,145.5,13.5,145.5,13.5
35,147.0,14.0,147.0,14.0
36,147.0,13.5,147.0,13.5
37,147.25,13.5,147.25,13.5
38,147.25,15.0,147.25,15.0
39,146.5,17.5,146.5,17.5
40,146.5,19.5,146.5,19.5
41,146.5,15.0,146.5,15.0
42,146.5,17.0,146.5,17.0
43,146.5,18.0,146.5,18.0
44,146.25,17.0,146.25,17.0
45,146.25,18.0,146.25,18.0
46,146.25,14.5,146.25,14.5
47,146.5,13.5,146.5,13.5
48,147.75,13.5,147.75,13.5
49,147.75,15.5,147.75,15.5
50,146.0,15.5,146.0,15.5
51,146.0,13.5,146.0,13.5
52,147.25,12.0,147.25,12.0
53,147.5,11.5,147.5,11.5
54,147.5,10.5,147.5,10.5
55,147.75,10.0,147.75,10.0
56,147.75,9.0,147.75,9.0
57,147.0,9.0,147.0,9.0
58,147.5,9.0,147.5,9.0
59,147.5,8.5,147.5,8.5
60,147.0,8.0,147.0,8.0
61,147.25,8.0,147.25,8.0
62,147.25,7.5,147.25,7.5
63,146.75,7.5,146.75,7.5
64,146.75,7.0,146.75,7.0
65,146.75,7.0,146.75,7.0
66,146.25,7.0,146.25,7.0
67,146.25,6.5,146.25,6.5
68,146.75,5.5,146.75,5.5
69,146.75,6.5,146.75,6.5
70,147.0,6.5,147.0,6.5
71,147.0,6.5,147.0,6.5
72,148.25,7.5,148.25,7.5
73,147.5,7.5,147.5,7.5
74,147.5,7.0,147.5,7.0
75,147.0,6.5,147.0,6.5
76,147.0,7.0,147.0,7.0
77,147.0,7.0,147.0,7.0
78,146.5,7.0,146.5,7.0
79,146.5,6.5,146.5,6.5
80,145.75,6.5,145.75,6.5
81,145.25,6.0,145.25,6.0
82,145.25,7.0,145.25,7.0
83,144.75,7.5,144.75,7.5
84,144.75,6.0,144.75,6.0
85,144.75,6.5,144.75,6.5
86,144.75,6.0,144.75,6.0
87,144.75,6.0,144.75,6.0
88,145.0,6.5,145.0,6.5
89,145.0,7.5,145.0,7.5
90,145.0,8.0,145.0,8.0
91,144.75,8.0,144.75,8.0
92,144.75,7.0,144.75,7.0
93,143.25,7.0,143.25,7.0
94,143.25,7.0,143.25,7.0
95,142.5,7.0,142.5,7.0
96,142.5,7.0,142.5,7.0
97,143.25,8.0,143.25,8.0
98,143.0,10.0,143.0,10.0
99,143.0,10.0,143.0,10.0
100,142.75,10.0,142.75,10.0
101,142.75,9.5,142.75,9.5
102,142.75,12.5,142.75,12.5
103,141.75,17.5,141.75,17.5
104,141.75,18.5,141.75,18.5
105,141.0,12.5,141.0,12.5
106,139.75,12.0,139.75,12.0
107,139.75,11.5,139.75,11.5
108,140.5,9.5,140.5,9.5
109,140.5,10.5,140.5,10.5
110,141.0,9.5,141.0,9.5
111,141.5,8.5,141.5,8.5
112,141.5,7.5,141.5,7.5
113,141.5,7.0,141.5,7.0
114,141.5,7.5,141.5,7.5
115,140.75,7.0,140.75,7.0
116,141.5,4.0,141.5,4.0
117,141.5,3.5,141.5,3.5
118,141.25,3.0,141.25,3.0
119,141.25,2.5,141.25,2.5
120,140.0,2.5,140.0,2.5
121,140.0,2.5,140.0,2.5
122,140.5,2.0,140.5,2.0
123,139.75,2.5,139.75,2.5
124,139.75,3.0,139.75,3.0
