seconds,FHR,UC,FHR_GPR,UC_GPR
0,120.0,5.5,120.0,5.5
1,120.0,5.0,120.0,5.0
2,120.75,5.5,120.75,5.5
3,120.75,6.0,120.75,6.0
4,122.0,7.0,122.0,7.0
5,123.0,7.5,123.0,7.5
6,123.0,8.0,123.0,8.0
7,123.25,8.5,123.25,8.5
8,123.25,9.5,123.25,9.5
9,122.0,10.5,122.0,10.5
10,122.0,11.5,122.0,11.5
11,122.0,12.5,122.0,12.5
12,122.0,12.0,122.0,12.0
13,122.0,11.5,122.0,11.5
14,125.25,12.0,125.25,12.0
15,125.25,11.0,125.25,11.0
16,124.25,12.5,124.25,12.5
17,124.25,16.5,124.25,16.5
18,123.25,11.5,123.25,11.5
19,123.25,12.0,123.25,12.0
20,123.25,14.0,123.25,14.0
21,121.75,14.0,121.75,14.0
22,121.75,14.5,121.75,14.5
23,121.75,12.5,121.75,12.5
24,121.75,10.0,121.75,10.0
25,121.25,7.5,121.25,7.5
26,121.25,5.0,121.25,5.0
27,121.5,5.0,121.5,5.0
28,121.5,3.5,121.5,3.5
29,121.5,2.5,121.5,2.5
30,121.5,2.0,121.5,2.0
31,121.5,3.0,121.5,3.0
32,121.5,4.0,121.5,4.0
33,123.5,2.5,123.5,2.5
34,123.5,3.0,123.5,3.0
35,124.25,3.5,124.25,3.5
36,124.25,5.0,124.25,5.0
37,125.0,6.0,125.0,6.0
38,125.0,7.0,125.0,7.0
39,125.0,8.5,125.0,8.5
40,125.25,9.5,125.25,9.5
41,125.25,9.5,125.25,9.5
42,125.25,10.0,125.25,10.0
43,125.25,10.5,125.25,10.5
44,125.25,11.0,125.25,11.0
45,125.25,11.0,125.25,11.0
46,123.75,11.5,123.75,11.5
47,123.75,12.5,123.75,12.5
48,122.5,12.0,122.5,12.0
49,122.5,11.5,122.5,11.5
50,121.75,11.0,121.75,11.0
51,121.75,11.5,121.75,11.5
52,121.0,11.5,121.0,11.5
53,121.0,11.0,121.0,11.0
54,120.75,10.0,120.75,10.0
55,120.75,9.5,120.75,9.5
56,121.25,8.5,121.25,8.5
57,121.25,8.5,121.25,8.5
58,121.25,8.0,121.25,8.0
59,121.25,9.0,121.25,9.0
60,121.75,8.5,121.75,8.5
61,121.75,8.0,121.75,8.0
62,121.75,9.0,121.75,9.0
63,121.75,9.0,121.75,9.0
64,122.5,9.0,122.5,9.0
65,122.5,9.5,122.5,9.5
66,122.5,8.0,122.5,8.0
67,123.5,7.0,123.5,7.0
68,123.5,9.0,123.5,9.0
69,122.25,7.0,122.25,7.0
70,122.25,5.0,122.25,5.0
71,122.0,5.0,122.0,5.0
72,122.0,4.0,122.0,4.0
73,122.0,3.5,122.0,3.5
74,122.0,3.0,122.0,3.0
75,122.0,3.0,122.0,3.0
76,122.0,3.0,122.0,3.0
77,121.25,3.0,121.25,3.0
78,121.25,3.0,121.25,3.0
79,121.25,3.0,121.25,3.0
80,121.25,3.0,121.25,3.0
81,121.25,3.0,121.25,3.0
82,121.25,3.0,121.25,3.0
83,122.25,4.5,122.25,4.5
84,122.25,6.5,122.25,6.5
85,122.0,7.5,122.0,7.5
86,122.0,8.5,122.0,8.5
87,122.0,9.0,122.0,9.0
88,122.0,8.0,122.0,8.0
89,122.0,8.5,122.0,8.5
