seconds,FHR,UC,FHR_GPR,UC_GPR
0,0.0,0.0,0.0,23.060096153846153
1,0.0,0.0,0.0,23.060096153846153
2,0.0,0.0,0.0,23.060096153846153
3,0.0,0.0,0.0,23.060096153846153
4,0.0,0.0,0.0,23.060096153846153
5,0.0,0.0,0.0,23.060096153846153
6,0.0,0.0,0.0,23.060096153846153
7,0.0,0.0,0.0,23.060096153846153
8,0.0,0.0,0.0,23.060096153846153
9,0.0,0.0,0.0,23.060096153846153
10,0.0,0.0,0.0,23.060096153846153
11,0.0,0.0,0.0,23.060096153846153
12,0.0,0.0,0.0,23.060096153846153
13,0.0,0.0,0.0,23.060096153846153
14,0.0,0.0,0.0,23.060096153846153
15,0.0,0.0,0.0,23.060096153846153
16,0.0,0.0,0.0,23.060096153846153
17,0.0,0.0,0.0,23.060096153846153
18,0.0,0.0,0.0,23.060096153846153
19,0.0,0.0,0.0,23.060096153846153
20,0.0,0.0,0.0,23.060096153846153
21,0.0,0.0,0.0,23.060096153846153
22,0.0,0.0,0.0,23.060096153846153
23,0.0,0.0,0.0,23.060096153846153
24,0.0,0.0,0.0,23.060096153846153
25,0.0,0.0,0.0,23.060096153846153
26,0.0,0.0,0.0,23.060096153846153
27,0.0,0.0,0.0,23.060096153846153
28,0.0,0.0,0.0,23.060096153846153
29,0.0,0.0,0.0,23.060096153846153
30,0.0,0.0,0.0,23.060096153846153
31,0.0,0.0,0.0,23.060096153846153
32,0.0,0.0,0.0,23.060096153846153
33,0.0,0.0,0.0,23.060096153846153
34,0.0,0.0,0.0,23.060096153846153
35,0.0,0.0,0.0,23.060096153846153
36,0.0,0.0,0.0,23.060096153846153
37,0.0,0.0,0.0,23.060096153846153
38,0.0,0.0,0.0,23.060096153846153
39,0.0,0.0,0.0,23.060096153846153
40,0.0,0.0,0.0,23.060096153846153
41,0.0,0.0,0.0,23.060096153846153
42,0.0,0.0,0.0,23.060096153846153
43,0.0,0.0,0.0,23.060096153846153
44,0.0,0.0,0.0,23.060096153846153
45,0.0,0.0,0.0,23.060096153846153
46,0.0,0.0,0.0,23.060096153846153
47,0.0,0.0,0.0,23.060096153846153
48,0.0,0.0,0.0,23.060096153846153
49,0.0,0.0,0.0,23.060096153846153
50,0.0,0.0,0.0,23.060096153846153
51,0.0,0.0,0.0,23.060096153846153
52,0.0,0.0,0.0,23.060096153846153
53,0.0,0.0,0.0,23.060096153846153
54,0.0,0.0,0.0,23.060096153846153
55,0.0,0.0,0.0,23.060096153846153
56,0.0,0.0,0.0,23.060096153846153
57,0.0,0.0,0.0,23.060096153846153
58,0.0,0.0,0.0,23.060096153846153
59,0.0,0.0,0.0,23.060096153846153
60,0.0,0.0,0.0,23.060096153846153
61,0.0,0.0,0.0,23.060096153846153
62,0.0,0.0,0.0,23.060096153846153
63,0.0,0.0,0.0,23.060096153846153
64,0.0,0.0,0.0,23.060096153846153
65,0.0,0.0,0.0,23.060096153846153
66,0.0,0.0,0.0,23.060096153846153
67,0.0,0.0,0.0,23.060096153846153
68,0.0,0.0,0.0,23.060096153846153
69,0.0,0.0,0.0,23.060096153846153
70,0.0,0.0,0.0,23.060096153846153
71,0.0,0.0,0.0,23.060096153846153
72,0.0,0.0,0.0,23.060096153846153
73,0.0,0.0,0.0,23.060096153846153
74,0.0,0.0,0.0,23.060096153846153
75,0.0,0.0,0.0,23.060096153846153
76,0.0,0.0,0.0,23.060096153846153
77,0.0,0.0,0.0,23.060096153846153
78,0.0,0.0,0.0,23.060096153846153
79,0.0,0.0,0.0,23.060096153846153
80,0.0,0.0,0.0,23.060096153846153
81,0.0,0.0,0.0,23.060096153846153
82,0.0,0.0,0.0,23.060096153846153
83,0.0,0.0,0.0,23.060096153846153
84,0.0,0.0,0.0,23.060096153846153
85,0.0,0.0,0.0,23.060096153846153
86,0.0,0.0,0.0,23.060096153846153
87,0.0,0.0,0.0,23.060096153846153
88,0.0,0.0,0.0,23.060096153846153
89,0.0,0.0,0.0,23.060096153846153
90,0.0,0.0,0.0,23.060096153846153
91,0.0,0.0,0.0,23.060096153846153
92,0.0,0.0,0.0,23.060096153846153
93,0.0,0.0,0.0,23.060096153846153
94,0.0,0.0,0.0,23.060096153846153
95,0.0,0.0,0.0,23.060096153846153
96,0.0,0.0,0.0,23.060096153846153
97,0.0,0.0,0.0,23.060096153846153
98,0.0,0.0,0.0,23.060096153846153
99,0.0,0.0,0.0,23.060096153846153
100,0.0,0.0,0.0,23.060096153846153
101,0.0,0.0,0.0,23.060096153846153
102,0.0,0.0,0.0,23.060096153846153
103,0.0,0.0,0.0,23.060096153846153
104,0.0,0.0,0.0,23.060096153846153
105,0.0,0.0,0.0,23.060096153846153
106,0.0,0.0,0.0,23.060096153846153
107,0.0,0.0,0.0,23.060096153846153
