seconds,FHR,UC,FHR_GPR,UC_GPR
0,171.0,18.0,171.0,18.0
1,171.0,18.0,171.0,18.0
2,169.25,18.0,169.25,18.0
3,169.25,17.5,169.25,17.5
4,168.25,17.5,168.25,17.5
5,168.25,17.5,168.25,17.5
6,168.25,18.0,168.25,18.0
7,167.25,17.5,167.25,17.5
8,166.25,17.5,166.25,17.5
9,163.0,17.5,163.0,17.5
10,163.0,17.0,163.0,17.0
11,158.0,17.0,158.0,17.0
12,158.0,17.0,158.0,17.0
13,158.0,17.0,158.0,17.0
14,154.5,17.0,154.5,17.0
15,154.5,17.5,154.5,17.5
16,152.5,17.0,152.5,17.0
17,153.5,16.5,153.5,16.5
18,153.5,16.5,153.5,16.5
19,154.0,16.5,154.0,16.5
20,154.0,16.0,154.0,16.0
21,155.75,18.0,155.75,18.0
22,155.75,18.0,155.75,18.0
23,156.0,16.5,156.0,16.5
24,156.0,16.5,156.0,16.5
25,156.25,16.5,156.25,16.5
26,156.25,17.0,156.25,17.0
27,155.5,17.0,155.5,17.0
28,155.5,16.5,155.5,16.5
29,155.5,16.5,155.5,16.5
30,156.0,17.0,156.0,17.0
31,156.0,16.5,156.0,16.5
32,158.0,16.5,158.0,16.5
33,158.0,16.5,158.0,16.5
34,159.5,16.5,159.5,16.5
35,159.5,16.5,159.5,16.5
36,159.25,16.5,159.25,16.5
37,159.75,16.5,159.75,16.5
38,159.75,16.0,159.75,16.0
39,160.25,16.5,160.25,16.5
40,160.25,16.5,160.25,16.5
41,160.25,16.5,160.25,16.5
42,158.5,16.5,158.5,16.5
43,158.0,16.0,158.0,16.0
44,158.0,15.5,158.0,15.5
45,158.0,15.5,158.0,15.5
46,158.0,15.5,158.0,15.5
47,158.0,15.5,158.0,15.5
48,158.0,15.5,158.0,15.5
49,158.0,15.0,158.0,15.0
50,158.0,15.0,158.0,15.0
51,158.0,14.5,158.0,14.5
52,158.0,14.5,158.0,14.5
53,0.0,14.5,157.6611080563075,14.5
54,0.0,14.5,157.64521652448389,14.5
55,0.0,14.0,157.597746034891,14.0
56,0.0,14.0,157.49755734288905,14.0
57,0.0,15.0,157.3262418387758,15.0
58,0.0,15.5,157.06992490896,15.5
59,0.0,14.5,156.72066158306978,14.5
60,0.0,14.0,156.27731514852707,14.0
61,0.0,14.5,155.7458626318123,14.5
62,0.0,14.0,155.13912525598133,14.0
63,0.0,13.5,154.47597184663215,13.5
64,0.0,14.5,153.78008443537084,14.5
65,0.0,17.5,153.07840516436949,17.5
66,0.0,15.5,152.39940067686808,15.5
67,0.0,13.5,151.77128451493542,13.5
68,0.0,13.0,151.22033079830334,13.0
69,150.25,13.5,150.25,13.5
70,150.25,14.5,150.25,14.5
71,150.25,14.0,150.25,14.0
72,150.5,14.0,150.5,14.0
