seconds,FHR,UC,FHR_KNN,UC_KNN
0,151.75,26.0,151.75,26.0
1,151.75,25.0,151.75,25.0
2,151.75,22.0,151.75,22.0
3,151.75,24.0,151.75,24.0
4,151.25,25.0,151.25,25.0
5,151.0,24.5,151.0,24.5
6,151.0,25.0,151.0,25.0
7,148.75,28.0,148.75,28.0
8,148.75,33.0,148.75,33.0
9,148.75,33.5,148.75,33.5
10,146.5,30.0,146.5,30.0
11,146.5,29.5,146.5,29.5
12,146.5,30.5,146.5,30.5
13,146.5,30.5,146.5,30.5
14,149.25,33.5,149.25,33.5
15,149.25,38.0,149.25,38.0
16,151.75,40.0,151.75,40.0
17,152.25,39.0,152.25,39.0
18,152.25,38.0,152.25,38.0
19,152.25,34.5,152.25,34.5
20,152.5,32.5,152.5,32.5
21,152.5,32.5,152.5,32.5
22,152.5,33.5,152.5,33.5
23,152.5,35.0,152.5,35.0
24,152.5,33.5,152.5,33.5
25,152.5,34.0,152.5,34.0
26,152.5,34.0,152.5,34.0
27,152.5,32.0,152.5,32.0
28,152.5,32.5,152.5,32.5
29,152.5,33.0,152.5,33.0
30,0.0,31.5,152.5,31.5
31,0.0,30.0,152.5,30.0
32,0.0,29.5,152.5,29.5
33,0.0,30.5,152.5,30.5
34,0.0,32.0,152.5,32.0
35,0.0,34.0,152.5,34.0
36,0.0,33.0,152.5,33.0
37,0.0,33.5,152.5,33.5
38,0.0,35.5,152.5,35.5
39,0.0,36.0,152.5,36.0
40,0.0,35.5,152.5,35.5
41,0.0,35.5,152.5,35.5
42,0.0,35.5,152.5,35.5
43,0.0,36.0,152.5,36.0
44,0.0,35.5,152.5,35.5
45,0.0,32.0,152.5,32.0
46,0.0,29.0,152.5,29.0
47,0.0,28.0,152.5,28.0
48,0.0,28.0,152.5,28.0
49,0.0,28.0,152.5,28.0
50,0.0,27.5,152.5,27.5
51,0.0,27.0,152.5,27.0
52,0.0,26.5,152.5,26.5
53,0.0,24.5,152.5,24.5
54,0.0,23.5,152.5,23.5
55,0.0,22.5,152.5,22.5
56,0.0,22.5,152.5,22.5
57,0.0,22.5,152.5,22.5
58,0.0,22.5,152.5,22.5
59,0.0,21.0,152.5,21.0
60,0.0,20.5,152.5,20.5
61,0.0,19.0,152.5,19.0
62,0.0,19.5,152.5,19.5
63,0.0,22.5,152.5,22.5
64,0.0,22.0,152.5,22.0
65,0.0,17.5,152.5,17.5
66,0.0,19.0,152.5,19.0
67,0.0,20.0,152.5,20.0
68,0.0,19.5,152.5,19.5
69,0.0,19.5,152.5,19.5
70,0.0,20.5,152.5,20.5
71,0.0,22.5,152.5,22.5
72,0.0,23.0,152.5,23.0
73,0.0,20.5,152.5,20.5
74,0.0,20.5,152.5,20.5
75,0.0,22.0,152.5,22.0
76,0.0,22.5,152.5,22.5
77,0.0,22.5,152.5,22.5
78,0.0,24.5,152.5,24.5
79,0.0,26.0,152.5,26.0
80,0.0,24.5,152.5,24.5
81,0.0,22.0,152.5,22.0
82,0.0,21.0,152.5,21.0
83,0.0,21.5,152.5,21.5
84,0.0,21.0,152.5,21.0
85,0.0,20.0,152.5,20.0
86,0.0,18.5,152.5,18.5
87,0.0,20.0,152.5,20.0
88,0.0,22.0,152.5,22.0
89,0.0,18.0,152.5,18.0
90,0.0,17.0,152.5,17.0
91,0.0,18.5,152.5,18.5
92,0.0,18.0,152.5,18.0
93,0.0,18.5,152.5,18.5
94,0.0,17.5,152.5,17.5
95,0.0,18.5,152.5,18.5
96,0.0,20.5,152.5,20.5
97,0.0,19.0,152.5,19.0
