seconds,FHR,UC,FHR_KNN,UC_KNN
0,133.75,0.0,133.75,0.5
1,135.75,0.0,135.75,0.5
2,135.75,0.0,135.75,0.5
3,134.25,0.0,134.25,0.5
4,134.25,0.0,134.25,0.5
5,134.25,0.0,134.25,0.5
6,133.25,0.0,133.25,0.5
7,133.25,0.0,133.25,0.5
8,132.0,0.0,132.0,0.5
9,132.0,0.5,132.0,0.5
10,131.25,0.5,131.25,0.5
11,131.25,0.5,131.25,0.5
12,129.5,0.5,129.5,0.5
13,128.75,0.5,128.75,0.5
14,128.75,0.5,128.75,0.5
15,128.75,1.0,128.75,1.0
16,128.75,2.0,128.75,2.0
17,129.0,3.5,129.0,3.5
18,129.0,3.0,129.0,3.0
19,129.75,2.5,129.75,2.5
20,129.75,2.5,129.75,2.5
21,130.5,2.5,130.5,2.5
22,130.5,2.5,130.5,2.5
23,131.25,3.0,131.25,3.0
24,131.25,3.5,131.25,3.5
25,131.0,3.0,131.0,3.0
26,132.0,3.0,132.0,3.0
27,132.0,3.0,132.0,3.0
28,132.75,2.5,132.75,2.5
29,132.75,3.0,132.75,3.0
30,133.25,2.5,133.25,2.5
31,133.25,2.0,133.25,2.0
32,133.0,2.0,133.0,2.0
33,133.0,1.5,133.0,1.5
34,133.0,3.0,133.0,3.0
35,133.75,3.5,133.75,3.5
36,133.75,2.5,133.75,2.5
37,134.75,2.5,134.75,2.5
38,134.75,3.0,134.75,3.0
39,135.75,3.0,135.75,3.0
40,135.75,3.5,135.75,3.5
41,134.5,4.0,134.5,4.0
42,134.0,4.0,134.0,4.0
43,134.0,4.0,134.0,4.0
44,132.75,4.0,132.75,4.0
45,132.75,4.0,132.75,4.0
46,132.25,3.5,132.25,3.5
47,132.25,4.0,132.25,4.0
48,132.75,4.5,132.75,4.5
49,132.75,5.0,132.75,5.0
50,134.75,4.5,134.75,4.5
51,135.75,4.0,135.75,4.0
52,135.75,4.0,135.75,4.0
53,136.25,4.0,136.25,4.0
54,136.25,4.0,136.25,4.0
55,136.25,4.5,136.25,4.5
56,136.25,5.0,136.25,5.0
57,135.0,6.5,135.0,6.5
58,135.75,7.5,135.75,7.5
59,135.75,8.5,135.75,8.5
60,135.5,8.5,135.5,8.5
61,135.5,7.5,135.5,7.5
62,135.75,7.5,135.75,7.5
63,135.75,7.5,135.75,7.5
64,135.5,7.5,135.5,7.5
65,135.5,8.0,135.5,8.0
66,135.5,8.5,135.5,8.5
67,135.75,9.0,135.75,9.0
68,135.75,8.5,135.75,8.5
69,135.75,7.5,135.75,7.5
70,135.75,7.0,135.75,7.0
71,135.0,7.0,135.0,7.0
72,134.75,6.5,134.75,6.5
73,134.75,6.0,134.75,6.0
74,134.25,6.5,134.25,6.5
75,134.25,7.0,134.25,7.0
76,134.5,6.5,134.5,6.5
77,134.5,7.0,134.5,7.0
78,134.0,8.0,134.0,8.0
79,134.0,6.5,134.0,6.5
80,134.25,7.0,134.25,7.0
81,133.75,6.0,133.75,6.0
82,133.75,6.0,133.75,6.0
83,135.0,7.5,135.0,7.5
84,135.0,14.5,135.0,14.5
85,135.0,15.5,135.0,15.5
86,135.0,13.5,135.0,13.5
87,135.0,11.5,135.0,11.5
88,134.75,11.0,134.75,11.0
89,134.75,13.5,134.75,13.5
90,135.0,14.5,135.0,14.5
91,135.0,15.0,135.0,15.0
92,135.0,14.5,135.0,14.5
93,135.0,13.5,135.0,13.5
94,142.25,13.5,142.25,13.5
95,140.0,14.5,140.0,14.5
96,140.0,16.5,140.0,16.5
97,142.5,21.0,142.5,21.0
98,144.0,32.5,144.0,32.5
99,144.0,35.5,144.0,35.5
100,145.0,38.5,145.0,38.5
101,145.0,38.5,145.0,38.5
102,147.0,33.5,147.0,33.5
103,146.25,34.0,146.25,34.0
104,146.25,34.5,146.25,34.5
105,146.25,34.0,146.25,34.0
106,147.75,38.0,147.75,38.0
107,147.75,37.0,147.75,37.0
108,147.75,33.5,147.75,33.5
109,151.0,28.0,151.0,28.0
110,151.0,24.5,151.0,24.5
111,151.0,25.0,151.0,25.0
112,151.0,25.0,151.0,25.0
113,151.0,19.5,151.0,19.5
114,151.0,20.0,151.0,20.0
115,151.0,17.0,151.0,17.0
116,151.0,15.5,151.0,15.5
117,154.0,6.0,154.0,6.0
118,153.75,4.5,153.75,4.5
119,153.75,5.5,153.75,5.5
120,154.0,4.5,154.0,4.5
121,153.75,3.5,153.75,3.5
122,153.75,3.0,153.75,3.0
123,155.0,2.0,155.0,2.0
124,154.5,1.0,154.5,1.0
125,154.5,0.5,154.5,0.5
126,154.5,0.0,154.5,1.4
127,154.5,0.0,154.5,1.2
128,153.75,0.0,153.75,1.9
129,154.0,0.5,154.0,0.5
130,154.0,2.0,154.0,2.0
131,153.25,3.0,153.25,3.0
132,151.25,3.5,151.25,3.5
133,151.25,5.5,151.25,5.5
134,152.5,6.5,152.5,6.5
135,153.75,6.5,153.75,6.5
136,153.75,7.5,153.75,7.5
137,152.25,9.5,152.25,9.5
138,152.25,10.5,152.25,10.5
139,151.25,10.5,151.25,10.5
140,153.5,11.5,153.5,11.5
141,153.5,15.5,153.5,15.5
142,152.75,17.0,152.75,17.0
143,151.75,18.0,151.75,18.0
144,151.75,18.5,151.75,18.5
145,154.25,20.0,154.25,20.0
146,154.0,21.0,154.0,21.0
147,154.0,22.5,154.0,22.5
148,154.5,24.5,154.5,24.5
149,154.5,26.0,154.5,26.0
150,154.5,28.0,154.5,28.0
151,155.0,29.5,155.0,29.5
152,155.0,30.5,155.0,30.5
153,150.5,32.5,150.5,32.5
154,141.75,33.5,141.75,33.5
155,141.75,34.5,141.75,34.5
156,135.75,35.0,135.75,35.0
157,135.75,36.5,135.75,36.5
158,133.0,38.0,133.0,38.0
159,133.0,40.5,133.0,40.5
160,132.0,42.0,132.0,42.0
161,132.0,41.5,132.0,41.5
162,131.0,42.5,131.0,42.5
163,131.0,44.0,131.0,44.0
164,129.75,44.5,129.75,44.5
165,129.75,46.0,129.75,46.0
166,128.0,46.5,128.0,46.5
167,127.0,47.5,127.0,47.5
168,127.0,49.5,127.0,49.5
169,128.25,51.5,128.25,51.5
170,128.25,53.5,128.25,53.5
171,129.25,56.0,129.25,56.0
172,129.25,65.0,129.25,65.0
173,131.0,58.0,131.0,58.0
174,131.0,57.0,131.0,57.0
175,130.25,57.0,130.25,57.0
176,130.25,57.5,130.25,57.5
177,129.5,61.0,129.5,61.0
178,129.5,65.0,129.5,65.0
179,127.25,66.0,127.25,66.0
180,127.25,67.0,127.25,67.0
181,125.0,68.5,125.0,68.5
182,125.0,72.5,125.0,72.5
183,124.0,76.0,124.0,76.0
184,124.0,79.0,124.0,79.0
185,123.0,80.5,123.0,80.5
186,123.0,83.0,123.0,83.0
187,122.5,84.5,122.5,84.5
188,122.5,87.5,122.5,87.5
189,122.5,89.0,122.5,89.0
190,122.5,90.0,122.5,90.0
191,121.0,91.5,121.0,91.5
192,121.0,93.5,121.0,93.5
193,121.5,93.5,121.5,93.5
194,121.5,96.0,121.5,96.0
195,122.5,96.5,122.5,96.5
196,122.5,97.0,122.5,97.0
197,119.25,101.5,119.25,101.5
198,119.25,102.0,119.25,102.0
199,122.5,102.5,122.5,102.5
200,122.5,101.0,122.5,101.0
201,122.25,100.0,122.25,100.0
202,122.25,99.0,122.25,99.0
203,120.5,101.0,120.5,101.0
204,120.5,103.0,120.5,103.0
205,121.0,99.5,121.0,99.5
206,121.0,100.0,121.0,100.0
207,121.75,99.0,121.75,99.0
208,121.75,104.0,121.75,104.0
209,123.5,107.5,123.5,107.5
210,123.5,124.0,123.5,124.0
211,123.25,121.5,123.25,121.5
212,123.25,110.0,123.25,110.0
