seconds,FHR,UC,FHR_KNN,UC_KNN
0,146.75,20.5,146.75,20.5
1,151.0,19.0,151.0,19.0
2,151.0,18.5,151.0,18.5
3,151.75,19.0,151.75,19.0
4,147.0,24.5,147.0,24.5
5,147.0,28.5,147.0,28.5
6,149.25,25.5,149.25,25.5
7,149.25,26.5,149.25,26.5
8,150.25,28.0,150.25,28.0
9,150.0,27.0,150.0,27.0
10,150.0,23.5,150.0,23.5
11,150.0,22.0,150.0,22.0
12,150.0,28.5,150.0,28.5
13,150.0,28.5,150.0,28.5
14,149.75,27.0,149.75,27.0
15,149.75,29.5,149.75,29.5
16,149.75,33.5,149.75,33.5
17,150.25,36.5,150.25,36.5
18,150.25,42.0,150.25,42.0
19,150.0,49.0,150.0,49.0
20,150.0,37.5,150.0,37.5
21,150.0,35.5,150.0,35.5
22,149.25,35.5,149.25,35.5
23,147.25,35.5,147.25,35.5
24,148.5,35.0,148.5,35.0
25,148.5,41.0,148.5,41.0
26,147.5,42.5,147.5,42.5
27,147.5,41.5,147.5,41.5
28,147.0,40.0,147.0,40.0
29,147.0,37.0,147.0,37.0
30,147.75,39.5,147.75,39.5
31,148.0,37.5,148.0,37.5
32,148.0,33.0,148.0,33.0
33,147.75,31.0,147.75,31.0
34,147.75,34.0,147.75,34.0
35,147.0,36.5,147.0,36.5
36,147.25,35.5,147.25,35.5
37,147.5,33.5,147.5,33.5
38,147.5,31.0,147.5,31.0
39,144.5,28.0,144.5,28.0
40,144.5,27.0,144.5,27.0
41,144.5,25.5,144.5,25.5
42,144.5,27.0,144.5,27.0
43,144.5,30.0,144.5,30.0
44,144.5,33.0,144.5,33.0
45,144.25,34.0,144.25,34.0
46,144.25,32.0,144.25,32.0
47,144.5,31.5,144.5,31.5
48,144.5,30.0,144.5,30.0
49,136.75,28.5,136.75,28.5
50,139.0,29.0,139.0,29.0
51,139.0,30.0,139.0,30.0
52,142.25,28.0,142.25,28.0
53,142.25,27.5,142.25,27.5
54,143.0,30.0,143.0,30.0
55,143.25,29.0,143.25,29.0
56,143.25,24.5,143.25,24.5
57,142.75,21.0,142.75,21.0
58,142.75,18.0,142.75,18.0
59,140.5,20.0,140.5,20.0
60,140.5,22.0,140.5,22.0
61,135.0,21.0,135.0,21.0
62,135.0,21.5,135.0,21.5
63,133.5,20.5,133.5,20.5
64,133.5,19.0,133.5,19.0
65,133.0,18.0,133.0,18.0
66,133.0,18.0,133.0,18.0
67,132.75,19.5,132.75,19.5
68,133.5,21.5,133.5,21.5
69,133.5,21.0,133.5,21.0
70,135.75,19.0,135.75,19.0
71,135.75,17.0,135.75,17.0
72,138.0,15.5,138.0,15.5
73,138.0,14.5,138.0,14.5
74,138.5,13.5,138.5,13.5
75,139.75,18.0,139.75,18.0
76,139.75,19.5,139.75,19.5
77,139.25,20.0,139.25,20.0
78,139.25,20.0,139.25,20.0
79,138.25,18.0,138.25,18.0
80,138.25,17.0,138.25,17.0
81,135.75,16.0,135.75,16.0
82,133.75,15.5,133.75,15.5
83,133.75,18.0,133.75,18.0
84,132.25,19.5,132.25,19.5
85,132.25,20.0,132.25,20.0
86,132.5,20.5,132.5,20.5
87,132.5,21.0,132.5,21.0
88,133.25,22.5,133.25,22.5
89,133.25,22.0,133.25,22.0
90,134.75,20.0,134.75,20.0
91,134.75,18.5,134.75,18.5
92,133.75,17.5,133.75,17.5
93,133.25,18.0,133.25,18.0
94,133.25,17.5,133.25,17.5
95,131.5,19.5,131.5,19.5
96,131.5,20.5,131.5,20.5
97,133.5,20.0,133.5,20.0
98,133.5,19.0,133.5,19.0
99,133.5,16.0,133.5,16.0
100,133.75,16.0,133.75,16.0
101,133.75,17.0,133.75,17.0
102,131.75,17.0,131.75,17.0
103,131.75,14.0,131.75,14.0
104,132.0,15.0,132.0,15.0
105,132.0,18.0,132.0,18.0
106,132.0,19.5,132.0,19.5
107,132.0,22.0,132.0,22.0
108,133.0,23.0,133.0,23.0
109,133.0,24.5,133.0,24.5
110,133.0,24.5,133.0,24.5
111,133.0,25.0,133.0,25.0
112,133.0,26.0,133.0,26.0
113,133.0,24.5,133.0,24.5
114,133.0,24.5,133.0,24.5
115,132.75,23.5,132.75,23.5
116,132.75,22.0,132.75,22.0
117,134.0,24.0,134.0,24.0
118,134.0,26.0,134.0,26.0
119,134.75,22.0,134.75,22.0
120,134.25,19.0,134.25,19.0
121,134.25,17.0,134.25,17.0
122,134.5,16.0,134.5,16.0
123,135.5,20.0,135.5,20.0
124,135.5,18.0,135.5,18.0
125,135.0,15.0,135.0,15.0
126,135.0,14.0,135.0,14.0
127,135.25,15.0,135.25,15.0
128,135.25,14.0,135.25,14.0
129,135.25,13.5,135.25,13.5
130,135.25,19.0,135.25,19.0
131,135.5,18.0,135.5,18.0
132,135.5,16.0,135.5,16.0
133,135.5,14.5,135.5,14.5
134,135.5,14.5,135.5,14.5
135,135.25,15.5,135.25,15.5
136,135.25,14.5,135.25,14.5
137,135.5,14.5,135.5,14.5
138,126.25,21.0,126.25,21.0
139,126.25,25.0,126.25,25.0
140,125.25,20.5,125.25,20.5
141,125.25,17.5,125.25,17.5
142,125.25,18.5,125.25,18.5
143,125.25,19.5,125.25,19.5
144,125.5,21.0,125.5,21.0
145,125.5,23.0,125.5,23.0
146,125.5,23.5,125.5,23.5
147,125.5,26.0,125.5,26.0
148,125.5,25.5,125.5,25.5
149,125.5,27.5,125.5,27.5
150,125.25,34.0,125.25,34.0
151,0.0,37.0,125.45,37.0
152,0.0,36.0,132.0,36.0
153,0.0,37.5,138.55,37.5
154,0.0,39.5,151.75,39.5
155,0.0,46.0,151.75,46.0
156,158.25,50.0,158.25,50.0
157,158.25,49.5,158.25,49.5
158,158.75,46.0,158.75,46.0
159,158.25,44.5,158.25,44.5
