seconds,FHR,UC,FHR_KNN,UC_KNN
0,0.0,0.0,122.25,11.4
1,0.0,0.0,122.25,11.4
2,0.0,0.0,122.25,11.4
3,0.0,0.0,122.25,11.4
4,0.0,0.0,122.25,11.4
5,0.0,0.0,122.25,11.4
6,0.0,0.0,122.25,11.4
7,0.0,0.0,122.25,11.4
8,0.0,0.0,122.25,11.4
9,0.0,0.0,122.25,11.4
10,0.0,0.0,122.25,11.4
11,0.0,0.0,122.25,11.4
12,0.0,0.0,122.25,11.4
13,0.0,0.0,122.25,11.4
14,0.0,0.0,122.25,11.4
15,0.0,0.0,122.25,11.4
16,0.0,0.0,122.25,11.4
17,0.0,0.0,122.25,11.4
18,0.0,0.0,122.25,11.4
19,0.0,0.0,122.25,11.4
20,0.0,0.0,122.25,11.4
21,0.0,0.0,122.25,11.4
22,0.0,0.0,122.25,11.4
23,0.0,0.0,122.25,11.4
24,0.0,0.0,122.25,11.4
25,0.0,0.0,122.25,11.4
26,0.0,0.0,122.25,11.4
27,0.0,0.0,122.25,11.4
28,0.0,0.0,122.25,11.4
29,0.0,0.0,122.25,11.4
30,0.0,0.0,122.25,11.4
31,0.0,0.0,122.25,11.4
32,0.0,0.0,122.25,11.4
33,0.0,0.0,122.25,11.4
34,0.0,0.0,122.25,11.4
35,0.0,0.0,122.25,11.4
36,0.0,0.0,122.25,11.4
37,0.0,0.0,122.25,11.4
38,0.0,0.0,122.25,11.4
39,0.0,0.0,122.25,11.4
40,0.0,0.0,122.25,11.4
41,0.0,0.0,122.25,11.4
42,0.0,0.0,122.25,11.4
43,0.0,0.0,122.25,11.4
44,0.0,0.0,122.25,11.4
45,0.0,0.0,122.25,11.4
46,0.0,0.0,122.25,11.4
47,0.0,0.0,122.25,11.4
48,0.0,0.0,122.25,11.4
49,0.0,0.0,122.25,11.4
50,0.0,0.0,122.25,11.4
51,0.0,0.0,122.25,11.4
52,0.0,0.0,122.25,11.4
53,0.0,0.0,122.25,11.4
54,122.25,0.0,122.25,11.4
55,122.25,0.0,122.25,11.4
56,122.25,0.0,122.25,11.4
57,122.25,0.0,122.25,11.4
58,122.25,0.0,122.25,11.4
