seconds,FHR,UC,FHR_KNN,UC_KNN
0,137.5,0.0,137.5,6.4
1,137.5,0.0,137.5,6.4
2,137.5,0.0,137.5,6.4
3,131.0,0.0,131.0,6.4
4,131.0,0.0,131.0,6.4
5,131.0,0.0,131.0,6.4
6,111.0,0.0,111.0,6.4
7,122.0,0.0,122.0,6.4
8,122.0,0.0,122.0,6.4
9,121.0,0.0,121.0,6.4
10,121.0,0.0,121.0,6.4
11,111.0,0.0,111.0,6.4
12,111.0,0.0,111.0,6.4
13,111.0,0.0,111.0,6.4
14,111.0,0.0,111.0,6.4
15,111.0,0.0,111.0,6.4
16,106.75,0.0,106.75,6.4
17,106.75,0.0,106.75,6.4
18,104.25,0.0,104.25,6.4
19,104.25,0.0,104.25,6.4
20,103.75,0.0,103.75,6.4
21,103.75,0.0,103.75,6.4
22,103.75,0.0,103.75,6.4
23,104.25,0.0,104.25,6.4
24,104.25,0.0,104.25,6.4
25,110.25,0.0,110.25,6.4
26,110.25,0.0,110.25,6.4
27,118.0,0.0,118.0,6.4
28,118.0,0.0,118.0,6.4
29,117.75,0.0,117.75,6.4
30,117.75,0.0,117.75,6.4
31,122.5,0.0,122.5,6.4
32,122.5,0.0,122.5,6.4
33,118.5,0.0,118.5,6.4
34,118.5,0.0,118.5,6.4
35,123.5,0.0,123.5,6.4
36,123.5,0.0,123.5,6.4
37,127.0,0.0,127.0,6.4
38,127.0,0.0,127.0,6.4
39,130.5,0.0,130.5,6.4
40,136.25,0.0,136.25,6.4
41,136.25,0.0,136.25,6.4
42,131.5,0.0,131.5,6.4
43,131.5,0.0,131.5,6.4
44,128.25,0.0,128.25,6.4
45,128.25,0.0,128.25,6.4
46,127.75,0.0,127.75,6.4
47,127.75,0.0,127.75,6.4
48,126.0,0.0,126.0,6.4
49,126.0,0.0,126.0,6.4
50,127.0,0.0,127.0,6.4
51,127.0,0.0,127.0,6.4
52,123.5,0.0,123.5,6.4
53,123.5,0.0,123.5,6.4
54,124.5,0.0,124.5,6.4
55,124.5,0.0,124.5,6.4
56,123.5,0.0,123.5,6.4
57,123.5,0.0,123.5,6.4
58,123.0,0.0,123.0,6.4
59,123.0,0.0,123.0,6.4
60,126.0,0.0,126.0,6.4
61,131.0,0.0,131.0,6.4
62,131.0,0.0,131.0,6.4
63,131.5,0.0,131.5,6.4
64,131.5,0.0,131.5,6.4
65,135.25,0.0,135.25,6.4
66,135.25,0.0,135.25,6.4
67,131.0,0.0,131.0,6.4
68,131.0,0.0,131.0,6.4
69,128.75,0.0,128.75,6.4
70,128.75,0.0,128.75,6.4
71,128.75,0.0,128.75,6.4
72,125.5,0.0,125.5,6.4
73,125.5,0.0,125.5,6.4
74,128.75,0.0,128.75,6.4
75,128.75,0.0,128.75,6.4
76,135.25,0.0,135.25,6.4
77,135.25,0.0,135.25,6.4
78,137.0,0.0,137.0,6.4
79,137.0,0.0,137.0,6.4
80,135.75,0.0,135.75,6.4
81,130.5,0.0,130.5,6.4
82,130.5,0.0,130.5,6.4
83,135.25,0.0,135.25,6.4
84,135.25,0.0,135.25,6.4
85,134.0,0.0,134.0,6.4
86,134.0,0.0,134.0,6.4
87,135.75,0.0,135.75,6.4
88,135.75,0.0,135.75,6.4
89,131.0,0.0,131.0,6.4
90,133.25,0.0,133.25,6.4
91,133.25,0.0,133.25,6.4
