seconds,FHR,UC,FHR_KNN,UC_KNN
0,149.0,19.0,149.0,19.0
1,149.0,19.5,149.0,19.5
2,149.0,20.0,149.0,20.0
3,149.5,18.5,149.5,18.5
4,149.5,18.5,149.5,18.5
5,149.75,19.0,149.75,19.0
6,149.25,18.5,149.25,18.5
7,149.25,18.5,149.25,18.5
8,149.25,18.5,149.25,18.5
9,147.75,18.5,147.75,18.5
10,147.75,19.0,147.75,19.0
11,149.5,19.5,149.5,19.5
12,149.5,20.0,149.5,20.0
13,149.25,21.0,149.25,21.0
14,151.75,21.0,151.75,21.0
15,151.75,19.0,151.75,19.0
16,150.25,19.5,150.25,19.5
17,151.25,19.0,151.25,19.0
18,151.25,19.0,151.25,19.0
19,152.0,19.0,152.0,19.0
20,152.25,18.5,152.25,18.5
21,152.25,18.5,152.25,18.5
22,153.25,19.0,153.25,19.0
23,153.25,19.0,153.25,19.0
24,154.75,19.5,154.75,19.5
25,154.25,19.5,154.25,19.5
26,154.25,20.5,154.25,20.5
27,155.75,19.5,155.75,19.5
28,155.25,19.0,155.25,19.0
29,155.25,20.0,155.25,20.0
30,155.5,20.0,155.5,20.0
31,155.75,20.0,155.75,20.0
32,155.75,20.0,155.75,20.0
33,155.5,19.5,155.5,19.5
34,155.5,19.5,155.5,19.5
35,155.5,19.0,155.5,19.0
36,156.25,19.0,156.25,19.0
37,156.5,19.5,156.5,19.5
38,156.5,19.5,156.5,19.5
39,156.0,20.0,156.0,20.0
40,157.75,21.0,157.75,21.0
41,157.75,20.0,157.75,20.0
42,157.75,19.5,157.75,19.5
43,161.25,21.0,161.25,21.0
44,161.25,21.5,161.25,21.5
45,160.0,21.5,160.0,21.5
46,160.0,21.0,160.0,21.0
47,160.0,21.0,160.0,21.0
48,158.75,21.0,158.75,21.0
49,160.5,21.0,160.5,21.0
50,160.5,21.5,160.5,21.5
51,160.5,22.0,160.5,22.0
52,161.25,23.0,161.25,23.0
53,161.25,23.5,161.25,23.5
54,161.25,24.5,161.25,24.5
55,160.25,23.5,160.25,23.5
56,163.75,22.0,163.75,22.0
57,163.75,24.0,163.75,24.0
58,163.5,24.0,163.5,24.0
59,162.75,24.0,162.75,24.0
60,162.75,23.5,162.75,23.5
61,163.25,24.5,163.25,24.5
62,163.5,25.5,163.5,25.5
63,164.0,26.0,164.0,26.0
64,164.0,26.5,164.0,26.5
65,164.25,27.5,164.25,27.5
66,162.5,25.5,162.5,25.5
67,162.5,25.0,162.5,25.0
68,163.25,24.5,163.25,24.5
69,161.75,24.0,161.75,24.0
70,161.75,24.0,161.75,24.0
71,162.5,23.5,162.5,23.5
72,161.75,24.0,161.75,24.0
73,161.75,25.5,161.75,25.5
74,162.75,26.0,162.75,26.0
75,163.5,26.0,163.5,26.0
76,163.5,26.0,163.5,26.0
77,163.5,25.5,163.5,25.5
78,162.75,25.5,162.75,25.5
79,162.75,26.0,162.75,26.0
80,163.5,28.0,163.5,28.0
81,161.5,27.5,161.5,27.5
82,161.5,32.5,161.5,32.5
83,161.5,31.5,161.5,31.5
84,161.5,31.5,161.5,31.5
85,161.5,32.5,161.5,32.5
86,161.25,31.0,161.25,31.0
87,161.25,33.0,161.25,33.0
88,161.25,36.0,161.25,36.0
89,161.25,32.5,161.25,32.5
90,161.25,32.0,161.25,32.0
91,170.75,32.0,170.75,32.0
92,170.75,31.0,170.75,31.0
93,164.25,28.5,164.25,28.5
94,164.25,30.0,164.25,30.0
95,164.25,33.0,164.25,33.0
96,164.25,26.5,164.25,26.5
97,164.25,24.5,164.25,24.5
98,164.25,22.5,164.25,22.5
99,164.25,21.0,164.25,21.0
100,164.5,19.5,164.5,19.5
101,166.5,21.5,166.5,21.5
102,166.5,18.0,166.5,18.0
103,166.5,17.5,166.5,17.5
104,166.5,19.5,166.5,19.5
105,166.5,26.0,166.5,26.0
106,166.5,19.0,166.5,19.0
107,166.5,24.5,166.5,24.5
108,166.5,27.5,166.5,27.5
109,166.5,23.5,166.5,23.5
110,166.5,25.0,166.5,25.0
111,166.5,31.0,166.5,31.0
112,166.5,28.0,166.5,28.0
113,0.0,27.0,166.5,27.0
114,0.0,27.5,166.5,27.5
115,0.0,26.0,166.5,26.0
116,0.0,25.5,166.5,25.5
117,0.0,24.0,166.5,24.0
118,0.0,22.5,166.5,22.5
119,0.0,20.5,166.5,20.5
120,0.0,18.5,166.5,18.5
121,0.0,19.0,166.5,19.0
122,0.0,18.5,166.5,18.5
123,0.0,18.5,166.5,18.5
124,0.0,18.5,166.5,18.5
125,0.0,18.5,166.5,18.5
126,0.0,17.5,166.7,17.5
127,0.0,26.5,166.85,26.5
128,0.0,26.5,167.0,26.5
129,0.0,23.0,167.0,23.0
130,0.0,23.0,167.0,23.0
131,0.0,23.0,167.0,23.0
132,0.0,21.5,167.0,21.5
133,0.0,23.0,167.0,23.0
134,0.0,23.5,167.0,23.5
135,0.0,22.0,167.0,22.0
136,0.0,32.0,167.0,32.0
137,0.0,25.5,167.0,25.5
138,0.0,27.5,167.0,27.5
139,166.5,25.5,166.5,25.5
140,166.5,29.0,166.5,29.0
141,167.5,27.5,167.5,27.5
142,167.25,26.5,167.25,26.5
143,167.25,26.5,167.25,26.5
144,167.25,34.0,167.25,34.0
145,167.25,35.0,167.25,35.0
146,167.25,33.0,167.25,33.0
147,167.25,34.0,167.25,34.0
148,167.25,33.5,167.25,33.5
149,167.25,38.5,167.25,38.5
150,167.25,34.0,167.25,34.0
151,167.25,33.5,167.25,33.5
152,167.25,33.5,167.25,33.5
153,0.0,37.0,167.1,37.0
154,0.0,36.5,166.95,36.5
155,0.0,33.0,166.8,33.0
156,0.0,32.0,166.65,32.0
157,166.5,33.0,166.5,33.0
158,166.5,36.5,166.5,36.5
159,166.5,31.0,166.5,31.0
160,166.5,31.5,166.5,31.5
161,166.5,36.5,166.5,36.5
162,166.25,38.5,166.25,38.5
163,166.5,31.0,166.5,31.0
164,166.5,29.5,166.5,29.5
165,166.25,30.5,166.25,30.5
166,0.0,38.5,167.6,38.5
167,0.0,32.0,168.85,32.0
168,0.0,30.0,170.05,30.0
169,0.0,30.0,171.25,30.0
170,172.5,28.0,172.5,28.0
171,172.5,25.0,172.5,25.0
172,172.5,30.5,172.5,30.5
173,172.5,33.0,172.5,33.0
174,172.5,27.5,172.5,27.5
175,172.25,28.0,172.25,28.0
176,172.25,26.5,172.25,26.5
177,172.25,27.5,172.25,27.5
178,172.5,32.0,172.5,32.0
179,0.0,28.5,172.35,28.5
180,0.0,28.5,172.35,28.5
181,0.0,27.5,172.35,27.5
182,0.0,30.5,172.35,30.5
183,0.0,30.0,172.35,30.0
184,0.0,28.5,172.35,28.5
185,0.0,27.5,167.3,27.5
186,0.0,26.5,162.15,26.5
187,0.0,30.5,157.0,30.5
188,0.0,33.0,151.7,33.0
189,0.0,28.0,146.35,28.0
190,0.0,27.5,146.35,27.5
191,0.0,27.0,146.35,27.0
192,0.0,25.0,146.35,25.0
193,0.0,27.0,146.35,27.0
194,147.25,26.0,147.25,26.0
195,146.5,25.0,146.5,25.0
196,146.5,25.5,146.5,25.5
197,145.75,26.5,145.75,26.5
198,145.75,28.0,145.75,28.0
199,145.0,27.5,145.0,27.5
200,145.25,26.0,145.25,26.0
201,145.25,24.0,145.25,24.0
202,145.0,26.5,145.0,26.5
